ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
LES CLAYES-SOUS-BOIS,78340,17200,1.98333,48.8167
CHAMALIERES,63400,17100,3.06667,45.7833
SAINT-FONS,69190,17100,4.86667,45.7
SANARY-SUR-MER,83110,17100,5.8,43.1167
LA CHAPELLE-SUR-ERDRE,44240,17000,-1.55,47.3
MARLY-LE-ROI,78160,16900,2.08333,48.8667
LE PONTET,84130,16900,4.85,43.9667
DUCOS,97224,16896,14.5741,-60.9849
BOUGUENAIS,44340,16800,-1.61667,47.1833
LINGOLSHEIM,67380,16800,7.68333,48.5667
MORNE-A-L'EAU,97111,16725,16.3257,-61.4403
SAINT-JOSEPH,97212,16717,0,0
VITRE,35500,16700,-1.2,48.1333
VENDOME,41100,16700,1.06667,47.8
LA BAULE-ESCOUBLAC,44500,16700,-2.36667,47.3
SAINT-JEAN-DE-LA-RUELLE,45140,16700,1.86667,47.9167
SAINT-AMAND-LES-EAUX,59230,16700,3.43333,50.4333
FACHES-THUMESNIL,59155,16700,3.06667,50.5833
JOUY-LE-MOUTIER,95280,16700,2.03333,49.0167
SAINT-AVOLD,57500,16600,6.7,49.1
ERAGNY,95610,16600,2.1,49.0167
CESTAS,33610,16500,-0.683333,44.7333
SIN-LE-NOBLE,59450,16500,3.11667,50.3667
BONNEUIL-SUR-MARNE,94380,16500,2.48333,48.7667
POINTE-A-PITRE,97110,16427,16.2409,-61.5353
CRAN-GEVRIER,74960,16400,6.1,45.9
LE PECQ,78230,16400,2.1,48.9
LA CRAU,83260,16400,6.06667,43.15
LATTES,34970,16300,3.9,43.5667
TOURLAVILLE,50110,16300,-1.56667,49.6333
SENLIS,60300,16300,2.58333,49.2
VESOUL,70000,16300,6.16667,47.6333
MONTIVILLIERS,76290,16300,0.2,49.55
MONTEREAU-FAULT-YONNE,77130,16300,2.95,48.3833
LE VESINET,78110,16300,2.11667,48.9
ORSAY,91400,16300,2.18333,48.7
YUTZ,57970,16200,6.18862,49.3589
TOUL,54200,16100,5.9,48.6833
VIROFLAY,78220,16100,2.16667,48.8
PLAISANCE-DU-TOUCH,31830,16000,1.3,43.5667
FLOIRAC,33270,16000,-0.533333,44.8333
LIMAY,78520,16000,1.73333,48.9833
LAMENTIN,97129,15913,16.2713,-61.6338
PAMIERS,9100,15900,1.6,43.1167
CUGNAUX,31270,15900,1.36667,43.5333
BRIE-COMTE-ROBERT,77170,15900,2.61667,48.6833
BRIGNOLES,83170,15900,6.06667,43.4
OSNY,95520,15900,2.06667,49.0667
MAUGUIO,34130,15800,4.01667,43.6167
SAINT-CYR-SUR-LOIRE,37540,15800,0.666667,47.4
SAINT-EGREVE,38120,15800,5.68306,45.2317
BAR-LE-DUC,55000,15800,5.16667,48.7833
TULLE,19000,15700,1.76667,45.2667
LUCE,28110,15700,1.46667,48.4333
FLERS,61100,15700,-0.566667,48.75
VERRIERES-LE-BUISSON,91370,15700,2.26667,48.75
BOISSY-SAINT-LEGER,94470,15700,2.51667,48.75
VAUREAL,95490,15700,2.03333,49.0333
MORLAIX,29600,15600,-3.83333,48.5833
BRUZ,35170,15600,-1.75,48.0333
SALLANCHES,74700,15600,6.63333,45.9333
NOISIEL,77186,15600,2.63333,48.85
BEAUCAIRE,30300,15500,4.63333,43.8
SAINT-PIERRE-DES-CORPS,37700,15500,0.733333,47.3833
MONTARGIS,45200,15500,2.75,48
FOS-SUR-MER,13270,15400,4.95,43.4333
HAYANGE,57700,15400,06.05,49.3333
LOURDES,65100,15400,-0.05,43.1
LA FLECHE,72200,15400,-0.083333,47.7
FONTAINEBLEAU,77300,15400,2.7,48.4
CARRIERES-SUR-SEINE,78420,15400,2.18333,48.9167
VERNEUIL-SUR-SEINE,78480,15400,1.98333,48.9833
L'ISLE-D'ABEAU,38080,15300,5.23333,45.6167
GIEN,45500,15300,2.63333,47.7
SARAN,45770,15300,1.88333,47.95
BRY-SUR-MARNE,94360,15300,2.51667,48.8333
CESSON-SEVIGNE,35510,15200,-1.6,48.125
GUERANDE,44350,15200,-2.43333,47.3333
DOUARNENEZ,29100,15100,-4.33333,48.1
BERCK,62600,15100,1.59278,50.4084
MONTESSON,78360,15100,2.15,48.9167
LANDERNEAU,29800,15000,-4.25,48.45
CASTELNAU-LE-LEZ,34170,15000,3.9,43.6333
SAINT-OMER,62500,15000,2.25,50.75
LOGNES,77185,15000,2.61667,48.8333
LES SABLES-D'OLONNE,85180,15000,-1.78333,46.5
MONTBRISON,42600,14900,04.05,45.6
LAXOU,54520,14900,6.15,48.6833
AUTUN,71400,14900,4.3,46.95
CHATEAU-THIERRY,2400,14800,3.4,49.05
CHATEAURENARD,13160,14800,4.85,43.8833
BLANQUEFORT,33290,14800,-0.633333,44.9167
RIVE-DE-GIER,42800,14800,4.61667,45.5333
VILLERS-LES-NANCY,54600,14800,6.15,48.6667
CANTELEU,76380,14800,1.03333,49.45
LES HERBIERS,85500,14800,-1.01667,46.8667
SAINT-FRANCOIS,97118,14797,16.251,-61.2728
HAUTMONT,59330,14700,3.93333,50.25
SAINT-LEU-LA-FORET,95320,14700,2.25,49.0167
HENNEBONT,56700,14600,-3.28333,47.8
ILLZACH,68110,14600,7.33333,47.7833
SAINT-MAURICE,94410,14600,2.45833,48.8167
DOMONT,95330,14600,2.33333,49.0333
TERGNIER,2700,14500,3.3,49.65
CHENOVE,21300,14500,5,47.2833
AUDINCOURT,25400,14500,6.83333,47.4833
SAINT-JUST-SAINT-RAMBERT,42170,14500,4.24,45.4995
HAUBOURDIN,59320,14500,2.98333,50.6
CARRIERES-SOUS-POISSY,78955,14500,2.03333,48.95
VILLENEUVE-LOUBET,6270,14400,7.11667,43.65
ARGENTAN,61200,14400,-0.016667,48.75
OUTREAU,62230,14400,1.58333,50.7
JUVISY-SUR-ORGE,91260,14400,2.38333,48.6833
DZAOUDZI,97610,14311,45.2705,-12.7888
PONT-A-MOUSSON,54700,14300,6.06667,48.9
WITTENHEIM,68270,14300,7.33333,47.8167
FONTENAY-LE-COMTE,85200,14300,-0.816667,46.4667
SAINT-BRICE-SOUS-FORET,95350,14300,2.36667,49
VITRY-LE-FRANCOIS,51300,14200,4.58333,48.7333
LONGWY,54400,14200,5.76667,49.5167
ISSOIRE,63500,14200,3.25,45.55
AVON,77210,14200,2.71667,48.4
BEAUSOLEIL,6240,14100,7.43333,43.75
GUERET,23000,14100,1.86667,46.1667
BRUGES,33520,14100,-0.616667,44.8833
HENDAYE,64700,14100,-1.775,43.3583
BOLLENE,84500,14100,4.75,44.2833
COURCOURONNES,91080,14100,2.4,48.6167
MONTMAGNY,95360,14100,2.35,48.9667
SAINT-AVERTIN,37550,14000,0.733333,47.3667
PORNIC,44210,14000,-2.1,47.1167
CAUDRY,59540,14000,3.41667,50.1333
BERRE-L'ETANG,13130,13900,5.18333,43.4667
CHATEAUDUN,28200,13900,1.33333,48.0833
ANZIN,59410,13900,3.5,50.3667
SAINT-MAXIMIN-LA-SAINTE-BAUME,83470,13900,5.86667,43.45
ROMILLY-SUR-SEINE,10100,13800,3.71667,48.5167
GUIPAVAS,29490,13800,-4.4,48.4333
NOYON,60400,13800,3,49.5833
CREPY-EN-VALOIS,60800,13800,2.9,49.2333
SAINT-JEAN-DE-LUZ,64500,13800,-1.66667,43.3833
TRINITE,97220,13724,14.7388,-60.9629
VAL-DE-REUIL,27100,13700,1.21028,49.2745
PONTIVY,56300,13700,-2.98333,48.0667
COULOMMIERS,77120,13700,3.08333,48.8167
SAINTE-MAXIME,83120,13700,6.63333,43.3
BOIS-D'ARCY,78390,13600,2.01667,48.8
LE BOURGET,93350,13600,2.41667,48.9333
LE RAINCY,93340,13600,2.51667,48.9
ROQUEBRUNE-CAP-MARTIN,6190,13500,7.46667,43.7667
BAYEUX,14400,13500,-0.7,49.2667
PLERIN,22190,13500,-2.78333,48.5333
SAINT-GILLES,30800,13500,4.43333,43.6833
ISSOUDUN,36100,13500,2,46.95
ETANG-SALE,97427,13467,-21.2652,55.3663
BOUC-BEL-AIR,13320,13400,5.41667,43.45
CREUTZWALD,57150,13400,6.69584,49.2053
RUMILLY,74150,13400,5.95,45.8667
CUSSET,3300,13300,3.46667,46.1333
TARASCON,13150,13300,4.66667,43.8
MAYENNE,53100,13300,-0.616667,48.3
BAILLEUL,59270,13300,2.73333,50.7333
BILLERE,64140,13300,-0.4,43.3
RIVIERE-PILOTE,97211,13221,14.4867,-60.9018
LA CHAPELLE-SAINT-LUC,10600,13200,04.05,48.3333
FREYMING-MERLEBACH,57800,13200,6.79889,49.1417
MOUVAUX,59420,13200,3.13333,50.7
RAISMES,59590,13200,3.48333,50.3833
CHATEAU-D'OLONNE,85180,13200,-1.73333,46.5
MENNECY,91540,13200,2.43333,48.5667
ARNOUVILLE,95400,13200,2.41667,48.9833
PLOUGASTEL-DAOULAS,29470,13100,-4.36667,48.3667
AMBARES-ET-LAGRAVE,33440,13100,-0.486667,44.9248
GRANVILLE,50400,13100,-1.6,48.8333
KINGERSHEIM,68260,13100,7.33333,47.8
RIXHEIM,68170,13100,7.4,47.7667
GAILLAC,81600,13100,1.91667,43.9
BALMA,31130,13000,1.5,43.6167
LE CHAMBON-FEUGEROLLES,42500,13000,4.31667,45.4
CHALETTE-SUR-LOING,45120,13000,2.73333,48.0167
FOURMIES,59610,13000,04.05,50
BOIS-GUILLAUME,76230,13000,1.13333,49.4667
CASTELSARRASIN,82100,13000,1.1,44.0333
OLLIOULES,83190,13000,5.85,43.1333
OLONNE-SUR-MER,85340,13000,-1.78333,46.5333
PIERRELATTE,26700,12900,4.7,44.3833
SARREBOURG,57400,12900,07.05,48.7333
AMBERIEU-EN-BUGEY,1500,12800,5.35,45.95
VILLENEUVE-LES-AVIGNON,30400,12800,4.79584,43.9664
WATTIGNIES,59139,12800,03.05,50.5833
LYS-LEZ-LANNOY,59390,12800,3.21445,50.6714
MERU,60110,12800,2.13333,49.2333
FONTENAY-LE-FLEURY,78330,12800,02.05,48.8167
RIVIERE-SALEE,97215,12767,14.5269,-60.9773
AVRILLE,49240,12700,-0.583333,47.5
RONCQ,59223,12700,3.11667,50.75
HARNES,62440,12700,2.9,50.45
BISCHWILLER,67240,12700,7.86667,48.7667
VILLETANEUSE,93430,12700,2.34167,48.9583
WOIPPY,57140,12600,6.15,49.15
NEMOURS,77140,12600,2.7,48.2667
EPINAY-SOUS-SENART,91860,12600,2.51667,48.6833
YZEURE,3400,12500,3.35,46.5667
VALBONNE,6560,12500,7,43.6333
SAINT-PAUL-LES-DAX,40990,12500,-1.05,43.7333
AURAY,56400,12500,-2.98333,47.6667
MONTATAIRE,60160,12500,2.43333,49.2667
AMBOISE,37530,12400,0.983333,47.4167
BISCARROSSE,40600,12400,-1.16667,44.3917
COMINES,59560,12400,3.01667,50.7667
CANET-EN-ROUSSILLON,66140,12400,3.00778,42.7067
SAINT-BREVIN-LES-PINS,44250,12300,-2.16667,47.25
STIRING-WENDEL,57350,12300,6.93333,49.2
SABLE-SUR-SARTHE,72300,12300,-0.333333,47.8333
BARENTIN,76360,12300,0.95,49.55
PROVINS,77160,12300,3.3,48.55
SAINT-FARGEAU-PONTHIERRY,77310,12300,2.54528,48.5333
MOISSAC,82200,12300,1.08333,44.1
ROGNAC,13340,12200,5.23333,43.4833
VIRE,14500,12200,-0.883333,48.8333
L'UNION,31240,12200,1.48333,43.6667
SEYSSINET-PARISET,38170,12200,5.65,45.1667
CHATEAUBRIANT,44110,12200,-1.38333,47.7167
MENDE,48000,12200,3.5,44.5167
FAMECK,57290,12200,6.11667,49.3
SECLIN,59113,12200,3.03333,50.55
SOMAIN,59490,12200,3.28333,50.3667
RIEDISHEIM,68400,12200,7.36667,47.75
FRANCHEVILLE,69340,12200,4.76667,45.7333
ANDRESY,78570,12200,2.06667,48.9833
GRAULHET,81300,12200,2,43.7667
VALENTON,94460,12200,2.46667,48.75
CHAUNY,2300,12100,3.21667,49.6167
TRELAZE,49800,12100,-0.466667,47.45
MERICOURT,62680,12100,2.86667,50.4
NOEUX-LES-MINES,62290,12100,2.66667,50.4833
AUBERGENVILLE,78410,12100,1.85,48.9667
VOISINS-LE-BRETONNEUX,78960,12100,02.05,48.75
ENGHIEN-LES-BAINS,95880,12100,2.31667,48.9667
AURIOL,13390,12000,5.63333,43.3833
BRUAY-SUR-L'ESCAUT,59860,12000,3.53333,50.3833
BULLY-LES-MINES,62160,12000,2.71667,50.4333
THIERS,63300,12000,3.56667,45.85
SAVERNE,67700,12000,7.36667,48.7333
VAIRES-SUR-MARNE,77360,12000,2.65,48.8667
BASSE-TERRE,97100,11915,16.0015,-61.7183
VILLEFRANCHE-DE-ROUERGUE,12200,11900,02.05,44.35
MARLY,59770,11900,3.55,50.35
PONT-SAINTE-MAXENCE,60700,11900,2.6,49.3
LONS,64140,11900,-0.4,43.3167
TRIEL-SUR-SEINE,78510,11900,2,48.9833
TALANT,21240,11800,5,47.3167
VERNOUILLET,28500,11800,1.36667,48.7167
ARCACHON,33120,11800,-1.16355,44.6589
BONNEVILLE,74130,11800,6.41667,46.0833
BOLBEC,76210,11800,0.483333,49.5667
SAINT-CYR-SUR-MER,83270,11800,5.71667,43.1833
MORANGIS,91420,11800,2.33333,48.7
BRAS-PANON,97412,11725,-20.9992,55.6849
LAMBALLE,22400,11700,-2.51667,48.4667
GISORS,27140,11700,1.78333,49.2833
PLOUZANE,29280,11700,-4.61667,48.3833
SAINT-GAUDENS,31800,11700,0.733333,43.1167
SAINTE-LUCE-SUR-LOIRE,44980,11700,-1.5,47.25
ETAPLES,62630,11700,1.65,50.5167
GENAS,69740,11700,5,45.7333
BRIANCON,5100,11600,6.65,44.9
CHATEAUNEUF-LES-MARTIGUES,13220,11600,5.16667,43.3833
RAMONVILLE-SAINT-AGNE,31520,11600,1.46667,43.55
TARNOS,40220,11600,-1.46667,43.5333
GUEBWILLER,68500,11600,7.2,47.9167
OISSEL,76350,11600,1.1,49.3333
YVETOT,76190,11600,0.766667,49.6167
MAROMME,76150,11600,1.03333,49.4667
PETITE-ILE,97429,11566,-21.3534,55.5651
CARROS,6510,11500,7.18333,43.8
AUBENAS,7200,11500,4.38333,44.6167
CASTELNAUDARY,11400,11500,1.95,43.3167
VALENTIGNEY,25700,11500,6.83333,47.4667
LE PONT-DE-CLAIX,38800,11500,5.7,45.1167
SAINT-CLAUDE,39200,11500,5.86667,46.3833
AMILLY,45200,11500,2.77028,47.9731
GRAVELINES,59820,11500,2.125,50.9833
SAINT-MARTIN-BOULOGNE,62280,11500,1.63333,50.7167
SAINT-JUNIEN,87200,11500,0.9,45.8833
BELLEGARDE-SUR-VALSERINE,1200,11400,5.81667,46.1
SAINT-AMAND-MONTROND,18200,11400,2.50555,46.7236
LES PONTS-DE-CE,49130,11400,-0.516667,47.4167
CHATEAU-GONTIER,53200,11400,-0.7,47.8333
MIONS,69780,11400,4.95,45.6667
BRIGNAIS,69530,11400,4.75,45.6667
LA MOTTE-SERVOLEX,73290,11400,5.88333,45.6
SAINT-JULIEN-EN-GENEVOIS,74160,11400,6.08333,46.1333
LA QUEUE-EN-BRIE,94510,11400,2.58333,48.7833
L'ISLE-ADAM,95290,11400,2.23333,49.1167
PASSY,74480,11300,6.68333,45.9167
GAILLARD,74240,11300,6.21667,46.1833
CLAYE-SOUILLY,77410,11300,2.7,48.95
VAUX-LE-PENIL,77000,11300,2.66667,48.5333
ROQUEBRUNE-SUR-ARGENS,83520,11300,6.63333,43.4333
SAINT-ANDRE-LES-VERGERS,10120,11200,04.05,48.2833
VAUVERT,30600,11200,4.28333,43.7
FONSORBES,31470,11200,1.23333,43.5333
SAINT-SAULVE,59880,11200,3.55,50.3667
AUCHEL,62260,11200,2.46667,50.5
OLORON-SAINTE-MARIE,64400,11200,-0.6,43.2
CERNAY,68700,11200,7.16667,47.8167
LE PRADET,83220,11200,6.01667,43.1
PLAN-DE-CUQUES,13380,11100,5.46667,43.35
NOGENT-LE-ROTROU,28400,11100,0.833333,48.3167
QUIMPERLE,29300,11100,-3.55,47.8667
COSNE-COURS-SUR-LOIRE,58200,11100,2.9275,47.4122
SAINT-ESTEVE,66240,11100,2.85,42.7
ALLONNES,72700,11100,0.15,47.9667
COGOLIN,83310,11100,6.53333,43.25
APT,84400,11100,5.4,43.8833
PORTO-VECCHIO,20137,11100,9.27973,41.5909
SAINT-MARTIN-DE-CRAU,13310,11000,4.81667,43.6333
PLOUFRAGAN,22440,11000,-2.78333,48.4833
DINAN,22100,11000,-2.23639,48.4564
DINARD,35800,11000,-2.06667,48.6333
CHAMBRAY-LES-TOURS,37170,11000,0.716667,47.3333
CHANTILLY,60500,11000,2.46667,49.2
LONGUENESSE,62219,11000,2.23333,50.7333
BEAUMONT,63110,11000,3.1,45.75
SOLLIES-PONT,83210,11000,06.05,43.1833
DEMBENI,97660,10923,45.1878,-12.8442
FLORANGE,57190,10900,6.11667,49.3333
OBERNAI,67210,10900,7.48333,48.4667
VILLE-D'AVRAY,92410,10900,2.19167,48.825
GUILHERAND-GRANGES,7500,10800,4.87473,44.9345
IFS,14123,10800,-0.35,49.1333
LE RELECQ-KERHUON,29480,10800,-4.4,48.4
CASTANET-TOLOSAN,31320,10800,1.5,43.5167
SAINT-ORENS-DE-GAMEVILLE,31650,10800,1.53333,43.55
ANDERNOS-LES-BAINS,33510,10800,-1.1,44.7429
VIEUX-CONDE,59690,10800,3.33333,50.4833
SAINT-ANDRE-LEZ-LILLE,59350,10800,3.04389,50.6603
OSTWALD,67540,10800,7.71667,48.55
MONTEUX,84170,10800,5,44.0333
SAINT-REMY-DE-PROVENCE,13210,10700,4.83333,43.7833
LA TRINITE,6340,10600,7.31667,43.75
TOURNON-SUR-RHONE,7300,10600,4.83278,45.0673
ONET-LE-CHATEAU,12850,10600,2.53333,44.3833
SASSENAGE,38360,10600,5.66667,45.2
MAIZIERES-LES-METZ,57210,10600,6.15,49.2167
SAINT-CYPRIEN,66750,10600,3,42.6167
GROS-MORNE,97213,10588,14.7096,-61
AVIRONS,97425,10580,-21.2432,55.334
SEPTEMES-LES-VALLONS,13240,10500,5.36667,43.4
BERNAY,27300,10500,0.6,49.1
MEZE,34140,10500,3.6,43.4167
RIORGES,42153,10500,4.03333,46.0333
PORNICHET,44380,10500,-2.35,47.25
CLERMONT,60600,10500,2.4,49.3833
HOENHEIM,67800,10500,7.75,48.6167
HERICOURT,70400,10500,6.75,47.5833
DUGNY,93440,10500,2.41667,48.95
SAINT-CLAUDE,97120,10467,16.016,-61.7085
TSINGONI,97680,10454,45.107,-12.7897
USSEL,19200,10400,2.31667,45.55
MONTLOUIS-SUR-LOIRE,37270,10400,0.833333,47.3833
TINQUEUX,51430,10400,3.98333,49.25
PONT-DU-CHATEAU,63430,10400,3.25,45.8
GERZAT,63360,10400,3.15,45.8333
ORTHEZ,64300,10400,-0.766667,43.4833
WITTELSHEIM,68310,10400,7.25,47.8167
PARTHENAY,79200,10400,-0.25,46.65
LAVAUR,81500,10400,1.81667,43.7
PERNES-LES-FONTAINES,84210,10400,05.05,44
SAINT-HILAIRE-DE-RIEZ,85270,10400,-1.95,46.7167
JOIGNY,89300,10400,3.4,47.9833
PERSAN,95340,10400,2.26667,49.15
MOUANS-SARTOUX,6370,10300,6.96667,43.6167
SOYAUX,16800,10300,0.2,45.65
MAINVILLIERS,28300,10300,1.46667,48.45
FONDETTES,37230,10300,0.6,47.4
COURRIERES,62710,10300,2.93333,50.45
ERSTEIN,67150,10300,7.66667,48.4333
TARARE,69170,10300,4.43333,45.9
VILLERS-COTTERETS,2600,10200,3.08333,49.25
TRETS,13530,10200,5.68333,43.45
BETTON,35830,10200,-1.65,48.1833
SAINT-JACQUES-DE-LA-LANDE,35136,10200,-1.71667,48.0667
ROCHE-LA-MOLIERE,42230,10200,4.31667,45.4333
OIGNIES,62590,10200,2.98333,50.4667
MONTIGNY-EN-GOHELLE,62640,10200,2.93333,50.4333
DEVILLE-LES-ROUEN,76250,10200,1.03333,49.4667
LIEUSAINT,77127,10200,2.55,48.6333
CARMAUX,81400,10200,2.15,44.05
ARPAJON,91290,10200,2.25,48.5833
EPINAY-SUR-ORGE,91360,10200,2.33333,48.6667
IGNY,91430,10200,2.21667,48.7333
SADA,97640,10195,45.1047,-12.8486
BANDRABOUA,97650,10132,45.12,-12.7019
SAINTE-SAVINE,10300,10100,04.05,48.3
BOURG-DE-PEAGE,26300,10100,05.05,45.0333
LA RICHE,37520,10100,0.65,47.3833
GUIDEL,56520,10100,2.51139,47.7906
SAINT-AVE,56890,10100,-2.75,47.6833
AMNEVILLE,57360,10100,6.15,49.2667
ROMBAS,57120,10100,6.08333,49.25
ANICHE,59580,10100,3.25,50.3333
SALLAUMINES,62430,10100,2.86667,50.4167
LE PORTEL,62480,10100,1.56667,50.7
LA ROCHE-SUR-FORON,74800,10100,6.31667,46.0667
CROISSY-SUR-SEINE,78290,10100,2.13333,48.8667
PANAZOL,87350,10100,1.3,45.8333
LEZIGNAN-CORBIERES,11200,10000,2.76667,43.2
PONT-SAINT-ESPRIT,30130,10000,4.65,44.25
SAINT-JEAN,31240,10000,1.5,43.6667
FIGEAC,46100,10000,2.03333,44.6
DOMBASLE-SUR-MEURTHE,54110,10000,6.35,48.6333
DOUCHY-LES-MINES,59282,10000,3.38333,50.3
LILLERS,62190,10000,2.48333,50.5667
AUBIERE,63170,10000,3.11667,45.75
ARGELES-SUR-MER,66700,10000,3.01667,42.55
MAZAMET,81200,10000,2.4,43.5
LA LONDE-LES-MAURES,83250,10000,6.23333,43.1333
SAINTE-LUCE,97228,9926,14.466,-60.9327
MONDEVILLE,14120,9900,-0.316667,49.1667
SAINT-MAX,54130,9900,6.21667,48.7
JEUMONT,59460,9900,4.1,50.3
BONDUES,59910,9900,3.1,50.7
BRUMATH,67170,9900,7.71667,48.7333
PIERRE-BENITE,69310,9900,4.81667,45.7
VILLEPREUX,78450,9900,2.01667,48.8333
THOUARS,79100,9900,-0.216667,46.9667
CUERS,83390,9900,6.06667,43.2333
VEDENE,84270,9900,4.9,43.9833
VALREAS,84600,9900,4.98333,44.3833
BUXEROLLES,86180,9900,0.483333,46.6167
ORMESSON-SUR-MARNE,94490,9900,2.55,48.7833
PAMANDZI,97610,9892,45.2762,-12.7982
OUANGANI,97670,9834,45.1379,-12.8478
LIMOUX,11300,9800,2.23333,43.0667
CHEVIGNY-SAINT-SAUVEUR,21800,9800,5.13333,47.3
PORTET-SUR-GARONNE,31120,9800,1.41667,43.5167
MARQUETTE-LEZ-LILLE,59520,9800,3.06611,50.6759
ANNOEULLIN,59112,9800,2.93333,50.5333
WAMBRECHIES,59118,9800,03.05,50.6833
LESCAR,64230,9800,-0.416667,43.3333
ALBERT,80300,9800,2.65,50
CARQUEIRANNE,83320,9800,6.08333,43.0833
VIDAUBAN,83550,9800,6.43333,43.4167
LUCON,85400,9800,-1.16667,46.45
GEX,1170,9700,6.06667,46.3333
FOIX,9000,9700,1.6,42.9667
LOUDEAC,22600,9700,-2.75,48.1667
VOREPPE,38340,9700,5.63333,45.3
CONDE-SUR-L'ESCAUT,59163,9700,3.58333,50.45
NEUVILLE-EN-FERRAIN,59960,9700,3.15,50.75
ARQUES,62510,9700,2.28333,50.7333
AIRE-SUR-LA-LYS,62120,9700,2.4,50.6333
BURES-SUR-YVETTE,91440,9700,2.16667,48.7
FOSSES,95470,9700,2.48333,49.1
MACOURIA TONATE,97355,9640,5.01361,-52.4741
QUETIGNY,21800,9600,5.11667,47.3167
FOUESNANT,29170,9600,-4.01667,47.9
REDON,35600,9600,-2.08333,47.65
ANDREZIEUX-BOUTHEON,42160,9600,4.26028,45.5262
CAUDEBEC-LES-ELBEUF,76320,9600,1.03333,49.2833
VILLEBON-SUR-YVETTE,91940,9600,2.25,48.7
DOURDAN,91410,9600,2.01667,48.5333
VILLERUPT,54190,9500,5.93333,49.4667
MARLY,57155,9500,6.14973,49.0612
GOUVIEUX,60270,9500,2.41667,49.1833
CHASSIEU,69680,9500,4.96667,45.75
GRAND-COURONNE,76530,9500,1,49.35
HIRSON,2500,9400,4.08333,49.9167
LONGVIC,21600,9400,5.06667,47.2833
PORTES-LES-VALENCE,26800,9400,4.88333,44.8667
EYBENS,38320,9400,5.75,45.15
LA CHAPELLE-SAINT-MESMIN,45380,9400,1.83333,47.8833
LE PASSAGE,47520,9400,0.616667,44.2
COUTANCES,50200,9400,-1.43333,49.05
JARVILLE-LA-MALGRANGE,54140,9400,6.21667,48.6667
VARENNES-VAUZELLES,58640,9400,3.14639,47.0123
CHAMBLY,60230,9400,2.25,49.1667
LAMORLAYE,60260,9400,2.43333,49.15
ISBERGUES,62330,9400,2.45,50.6167
CORBAS,69960,9400,4.9,45.6667
DARNETAL,76160,9400,1.15,49.45
THORIGNY-SUR-MARNE,77400,9400,2.71667,48.8833
VERNOUILLET,78540,9400,1.98333,48.9667
BONDOUFLE,91070,9400,2.38333,48.6167
VILLECRESNES,94440,9400,2.53333,48.7167
MERY-SUR-OISE,95540,9400,2.2,49.0667
SAINT-ESPRIT,97270,9335,44.2153,0.635489
OUISTREHAM,14150,9300,-0.25,49.2833
SARLAT-LA-CANEDA,24200,9300,1.21667,44.8833
PONTCHATEAU,44160,9300,-2.08333,47.4333
HAGONDANGE,57300,9300,6.16667,49.25
MOLSHEIM,67120,9300,7.48333,48.5333
FEYZIN,69320,9300,4.85,45.6667
LA FERTE-BERNARD,72400,9300,0.666667,48.1833
LILLEBONNE,76170,9300,0.55,49.5167
CHANTELOUP-LES-VIGNES,78570,9300,2.03333,48.9833
VAUCLIN,97280,9229,14.5499,-60.8581
BIOT,6410,9200,7.1,43.6333
GIGNAC-LA-NERTHE,13180,9200,5.23333,43.3917
PELISSANNE,13330,9200,5.15,43.6333
TONNEINS,47400,9200,0.316667,44.3833
LEERS,59115,9200,3.25,50.6833
SAINT-GERMAIN-LES-ARPAJON,91180,9200,2.25,48.6
SAINT-DOULCHARD,18230,9100,2.35,47.1
REVEL,31250,9100,2,43.4667
BIGANOS,33380,9100,-0.983333,44.65
PACE,35740,9100,-1.76667,48.15
MARCK,62730,9100,1.95,50.95
PARAY-LE-MONIAL,71600,9100,4.11667,46.45
PETIT-COURONNE,76650,9100,1.0275,49.3856
GONFREVILLE-L'ORCHER,76700,9100,0.233333,49.5
CROSNE,91560,9100,2.45,48.7167
FLEURY-MEROGIS,91700,9100,2.36667,48.6333
EZANVILLE,95460,9100,2.36667,49.0333
MIRIBEL,1700,9000,4.95306,45.8245
DOMERAT,3410,9000,2.53333,46.35
FONTAINE-LES-DIJON,21121,9000,5.01917,47.3434
LIVRON-SUR-DROME,26250,9000,4.85,44.7667
LANDIVISIAU,29400,9000,-4.06667,48.5167
LEOGNAN,33850,9000,-0.6,44.7333
SAINT-ANDRE-DE-CUBZAC,33240,9000,-0.441667,44.9917
BLAIN,44130,9000,-1.75,47.4833
ESCAUDAIN,59124,9000,3.35,50.3333
SAINT-VALLIER,71230,9000,4.36667,46.6333
CHAMONIX-MONT-BLANC,74400,9000,6.86667,45.9167
LA FERTE-SOUS-JOUARRE,77260,9000,3.13333,48.95
LE BEAUSSET,83330,9000,5.8,43.2
LE LUC,83340,9000,6.31667,43.3833
LOUVRES,95380,9000,2.5,49.0333
MANA,97360,8952,5.6683,-53.7782
SAINT BARTHELEMY,97133,8938,-62.8333,17.9167
FUVEAU,13710,8900,5.56667,43.45
SAINT-BARTHELEMY-D'ANJOU,49124,8900,-0.5,47.4667
MAXEVILLE,54320,8900,6.16667,48.7167
ROUVROY,62320,8900,2.9,50.3833
BEUVRY,62660,8900,2.68333,50.5167
LIBERCOURT,62820,8900,3.01667,50.4833
MAGNY-LES-HAMEAUX,78114,8900,2.06667,48.7333
LORGUES,83510,8900,6.36667,43.4833
