ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
BRAS,83149,2300,5.95,43.4667
BAGNOLS-EN-FORET,83600,2300,6.7,43.5333
BEAUMES-DE-VENISE,84190,2300,5.03333,44.1167
MORNAS,84550,2300,4.73333,44.2
LORIOL-DU-COMTAT,84870,2300,5,44.0833
L'AIGUILLON-SUR-MER,85460,2300,-1.3,46.3333
LONGEVILLE-SUR-MER,85560,2300,0.510557,46.4245
LES LANDES-GENUSSON,85130,2300,-1.11667,46.9667
SAINT-CHRISTOPHE-DU-LIGNERON,85670,2300,-1.76667,46.8333
NIEUIL-L'ESPOIR,86340,2300,0.45,46.4833
SAINT-JULIEN-L'ARS,86800,2300,0.5,46.55
BOSMIE-L'AIGUILLE,87110,2300,1.21583,45.7678
GRANGES-SUR-VOLOGNE,88640,2300,6.78333,48.15
VINCEY,88450,2300,6.33333,48.3333
HADOL,88220,2300,6.48333,48.0833
GOMETZ-LE-CHATEL,91940,2300,2.13333,48.6833
TIGERY,91250,2300,2.5,48.6333
VESCOVATO,20215,2300,9.44001,42.4942
MONTSINERY-TONNEGRANDE,97356,2217,4.78646,-52.4289
MARBOZ,1851,2200,5.25,46.3333
CHALAMONT,1320,2200,5.16667,46
IZERNORE,1580,2200,5.55,46.2167
PONT-DE-VAUX,1190,2200,4.93333,46.4333
SAINT-RAMBERT-EN-BUGEY,1230,2200,5.43333,45.95
SINCENY,2300,2200,3.25,49.6
NEUILLY-SAINT-FRONT,2470,2200,3.26667,49.1667
VENDAT,3110,2200,3.35,46.15
PREMILHAT,3410,2200,2.53333,46.3167
COSNE-D'ALLIER,3430,2200,2.83333,46.4667
RUOMS,7120,2200,4.35,44.45
VERNOSC-LES-ANNONAY,7430,2200,4.71667,45.2167
NOUVION-SUR-MEUSE,8160,2200,4.8,49.7
VERNIOLLE,9340,2200,1.63333,43.0833
BREVIANDES,10800,2200,4.1,48.25
PALAJA,11570,2200,2.38333,43.1667
OUVEILLAN,11590,2200,2.96667,43.3
FLAVIN,12450,2200,2.6,44.2833
MAILLANE,13910,2200,4.78333,43.8333
SAINT-ETIENNE-DU-GRES,13103,2200,4.71667,43.7833
LE THOLONET,13100,2200,5.51667,43.5167
CARPIQUET,14650,2200,-0.45,49.1833
COLLEVILLE-MONTGOMERY,14880,2200,-0.3,49.2833
SOLIERS,14540,2200,-0.3,49.1333
MAURS,15600,2200,2.2,44.7167
SEGONZAC,16130,2200,-0.216667,45.6167
MONTBRON,16220,2200,0.5,45.6667
MORNAC,16600,2200,0.266667,45.6833
ETAULES,17750,2200,-1.1,45.7333
MATHA,17160,2200,-0.316667,45.8667
ARGENT-SUR-SAULDRE,18410,2200,2.45,47.55
PLOUARET,22420,2200,-3.46667,48.6167
PLOURIVO,22860,2200,-3.06667,48.75
LOUARGAT,22540,2200,-3.33333,48.5667
SAINTE-FEYRE,23000,2200,1.915,46.1384
BRANTOME,24310,2200,0.65,45.3667
LE BUISSON-DE-CADOUIN,24480,2200,0.909722,44.8453
MATHAY,25700,2200,6.78333,47.4333
MONTFERRAND-LE-CHATEAU,25320,2200,5.93333,47.1833
FESCHES-LE-CHATEL,25490,2200,6.9,47.5167
PITRES,27590,2200,1.23333,49.3167
SAINT-OUEN-DE-THOUBERVILLE,27310,2200,0.883333,49.35
SERQUIGNY,27470,2200,0.716667,49.1
LA COUTURE-BOUSSEY,27750,2200,1.4,48.9
NONANCOURT,27320,2200,1.2,48.7667
TREMBLAY-LES-VILLAGES,28170,2200,1.38111,48.6009
SIZUN,29450,2200,-4.08333,48.4
LANMEUR,29620,2200,2.28473,48.6473
PLOMODIERN,29550,2200,-4.23333,48.1833
LANVEOC,29160,2200,-4.46667,48.2833
MEYNES,30840,2200,4.56667,43.8833
SAINT-GENIES-BELLEVUE,31180,2200,1.48333,43.6833
BUZET-SUR-TARN,31660,2200,1.65,43.7833
MARTRES-TOLOSANE,31220,2200,1,43.2
BEAUTIRAN,33640,2200,-0.45,44.7
CEZAC,33620,2200,-0.416667,45.1
BOURG,33710,2200,-0.557222,45.04
LA LANDE-DE-FRONSAC,33240,2200,-0.383333,44.9833
VENDAYS-MONTALIVET,33930,2200,-1.05833,45.3583
PREIGNAC,33210,2200,-0.3,44.5833
LISTRAC-MEDOC,33480,2200,-0.8,45.0833
VAILHAUQUES,34570,2200,3.71667,43.6667
CERS,34420,2200,3.3,43.3167
SAINT-MARTIN-DE-LONDRES,34380,2200,3.73333,43.7833
PIRE-SUR-SEICHE,35150,2200,-1.43333,48
SAINT-PERE,35430,2200,-1.91667,48.5833
PLERGUER,35540,2200,-1.85,48.5333
SAINTE-MARIE,35600,2200,-2,47.7
LA CROIX-EN-TOURAINE,37150,2200,0.983333,47.3333
LIGUEIL,37240,2200,0.816667,47.0333
GONCELIN,38570,2200,5.98333,45.3333
NOYAREY,38360,2200,5.63333,45.25
JARDIN,38200,2200,4.91667,45.5
MORBIER,39400,2200,6.01667,46.5333
SAINT-LUPICIN,39170,2200,5.78333,46.4
BENESSE-MAREMNE,40230,2200,-1.35,43.6333
TOSSE,40230,2200,-1.33333,43.6833
SAVIGNY-SUR-BRAYE,41360,2200,0.816667,47.8833
GIEVRES,41130,2200,1.66667,47.2667
PERREUX,42120,2200,4.11667,46.0333
COUFFE,44521,2200,-1.28333,47.4
LES TOUCHES,44390,2200,-1.425,47.4417
SAINT-MOLF,44350,2200,-2.41667,47.3833
FEGREAC,44460,2200,-2.05,47.5833
TIGY,45510,2200,2.2,47.8
PUY-L'EVEQUE,46700,2200,1.13333,44.5
SAINT-SYLVESTRE-SUR-LOT,47140,2200,0.816667,44.4
ROCHEFORT-SUR-LOIRE,49190,2200,-0.65,47.35
VALANJOU,49670,2200,-0.595278,47.2139
JULLOUVILLE,50610,2200,0.434168,48.7748
BRECEY,50670,2200,-1.16667,48.7333
PERCY,50410,2200,-1.18333,48.9167
SAINT-AMAND,50160,2200,-0.966667,49.05
URVILLE-NACQUEVILLE,50460,2200,-1.73333,49.6833
SAINT-MARTIN-DES-CHAMPS,50300,2200,-1.33333,48.6667
SERMAIZE-LES-BAINS,51250,2200,4.91667,48.7833
VAL-DE-MEUSE,52140,2200,5.49834,47.9998
ENTRAMMES,53260,2200,-0.716667,48
MEXY,54135,2200,5.78333,49.5
SAINT-DOLAY,56130,2200,-2.15,47.55
ARZON,56640,2200,-2.9,47.55
BONO,56400,2200,1.04917,47.6403
SAINT-PIERRE-QUIBERON,56510,2200,-3.13333,47.5167
COLPO,56390,2200,-2.81667,47.8167
ROHRBACH-LES-BITCHE,57410,2200,7.26667,49.05
BASSE-HAM,57110,2200,6.25,49.3833
PLAPPEVILLE,57050,2200,6.11667,49.1333
CORNY-SUR-MOSELLE,57680,2200,6.06667,49.0333
CHATEL-SAINT-GERMAIN,57160,2200,6.08333,49.1167
CHATEAU-CHINON (VILLE),58120,2200,3.93305,47.0653
BERSEE,59235,2200,3.15,50.4833
MONS-EN-PEVELE,59246,2200,3.10223,50.4795
ENNEVELIN,59710,2200,3.13333,50.5333
METEREN,59270,2200,2.7,50.7333
LA LONGUEVILLE,59570,2200,3.86667,50.2833
BOESCHEPE,59299,2200,2.7,50.8
BERTRY,59980,2200,3.45,50.0833
VILLERS-OUTREAUX,59142,2200,3.3,50.0333
GOMMEGNIES,59144,2200,3.71667,50.2667
ESQUELBECQ,59470,2200,2.43333,50.8833
CUISE-LA-MOTTE,60350,2200,3.01667,49.4
VILLERS-SOUS-SAINT-LEU,60340,2200,2.4,49.2167
BRENOUILLE,60870,2200,2.55,49.3
CORBEHEM,62112,2200,03.05,50.3333
SAINT-FOLQUIN,62370,2200,2.13333,50.9667
HINGES,62232,2200,2.61667,50.5667
LABOURSE,62113,2200,2.7,50.5
SAILLY-LABOURSE,62113,2200,2.7,50.5
SAYAT,63530,2200,3.06667,45.8333
MIREFLEURS,63730,2200,3.23333,45.7
SAINT-GEORGES-DE-MONS,63780,2200,2.83333,45.9333
MONTARDON,64121,2200,-0.35,43.3667
VILLEFRANQUE,64990,2200,-1.45,43.4333
KALTENHOUSE,67240,2200,7.83333,48.8
WISCHES,67130,2200,7.26667,48.5
LAUTERBOURG,67630,2200,8.17583,48.9753
BERSTETT,67370,2200,7.66667,48.6833
SCHIRRHEIN,67240,2200,7.9,48.8
ACHENHEIM,67204,2200,7.63333,48.5833
HIRSINGUE,68560,2200,7.25,47.5833
ANDOLSHEIM,68280,2200,7.41667,48.0667
LABAROCHE,68910,2200,7.2,48.1167
POMMIERS,69480,2200,4.68333,45.95
ORLIENAS,69530,2200,4.71667,45.6667
BESSENAY,69690,2200,4.55,45.7833
SAIN-BEL,69210,2200,4.6,45.8167
FLEURIEUX-SUR-L'ARBRESLE,69210,2200,4.65,45.8333
CHAMPFORGEUIL,71530,2200,4.83333,46.8167
MONTCENIS,71710,2200,4.38333,46.7833
BUXY,71390,2200,4.68333,46.7167
SAINT-MARS-D'OUTILLE,72220,2200,0.333333,47.8667
ROUILLON,72700,2200,0.133333,48
LA CHAPELLE-SAINT-AUBIN,72650,2200,0.166667,48.05
LAIGNE-EN-BELIN,72220,2200,0.233333,47.8833
MAROLLES-LES-BRAULTS,72260,2200,0.316667,48.25
FRESNAY-SUR-SARTHE,72130,2200,0.016667,48.2833
LA BIOLLE,73410,2200,5.93333,45.75
SAINT-GENIX-SUR-GUIERS,73240,2200,5.63333,45.6
BEAUFORT,73270,2200,6.575,45.7167
TIGNES,73320,2200,6.91667,45.5
LUGRIN,74500,2200,6.68333,46.4
ARGONAY,74370,2200,6.14028,45.9453
LE GRAND-BORNAND,74450,2200,6.43333,45.95
CHAVANOD,74650,2200,06.05,45.8833
SAINT-PIERRE-DE-VARENGEVILLE,76480,2200,0.933333,49.5
LA LONDE,76500,2200,0.966667,49.3
GUERARD,77580,2200,2.96667,48.8167
BOUAFLE,78410,2200,1.9,48.9667
BUCHELAY,78200,2200,1.66667,48.9833
SEPTEUIL,78790,2200,1.68333,48.9
CHEF-BOUTONNE,79110,2200,-0.05,46.1
COULON,79510,2200,-0.583333,46.3167
AIRAINES,80270,2200,1.95,49.9667
PAYRIN-AUGMONTEL,81660,2200,2.36667,43.5167
COUFOULEUX,81800,2200,1.75,43.8167
SOUAL,81580,2200,2.11667,43.55
CAGNAC-LES-MINES,81130,2200,2.15,43.9833
ROQUECOURBE,81210,2200,2.3,43.6667
SAINT-NICOLAS-DE-LA-GRAVE,82210,2200,1.03333,44.0667
EVENOS,83330,2200,5.85,43.1667
LA ROQUEBRUSSANNE,83136,2200,5.98333,43.3333
FORCALQUEIRET,83136,2200,6.08333,43.3333
COTIGNAC,83570,2200,6.15,43.5333
SAINTE-CECILE-LES-VIGNES,84290,2200,4.88333,44.25
NIEUL-LE-DOLENT,85430,2200,-1.51667,46.5833
BOUIN,85230,2200,-2,46.9667
ANGLES,85750,2200,-1.4,46.4
CHAUCHE,85140,2200,-1.26667,46.8167
SAINT-GERVAIS,85230,2200,-2.01667,46.9
NALLIERS,85370,2200,-1.03333,46.4667
SAINT-MARTIN-DES-NOYERS,85140,2200,-1.18333,46.7167
MIREBEAU,86110,2200,0.183333,46.7833
CHATEAUPONSAC,87290,2200,1.28333,46.1333
ORADOUR-SUR-GLANE,87520,2200,1.03333,45.9333
NOMEXY,88440,2200,6.38333,48.3
CHEVANNES,89240,2200,3.5,47.75
VILLEJUST,91140,2200,2.23333,48.6833
PERIGNY,94520,2200,2.55,48.7
ENNERY,95300,2200,2.1,49.0667
ZONZA,20124-20144,2200,9.17056,41.7495
VENTISERI,20240,2200,9.33251,41.9425
SAINT-DENIS-EN-BUGEY,1500,2100,5.33333,45.95
TREFFORT-CUISIAT,1370,2100,5.36834,46.2714
DORTAN,1590,2100,5.66667,46.3167
VERSONNEX,1210,2100,6.09723,46.3023
MIONNAY,1390,2100,4.93333,45.9
GUIGNICOURT,2190,2100,3.96667,49.4333
VAILLY-SUR-AISNE,2370,2100,3.51667,49.4167
NOGENT-L'ARTAUD,2310,2100,3.31667,48.9667
SISSONNE,2150,2100,3.9,49.5667
BRAINE,2220,2100,3.53333,49.3333
LURCY-LEVIS,3320,2100,2.93333,46.7167
LA BATIE-NEUVE,5230,2100,6.2,44.5667
ASPREMONT,6790,2100,7.25,43.7833
OPIO,6650,2100,6.98333,43.6667
SAINT-JEAN-CAP-FERRAT,6230,2100,7.33333,43.6833
BREIL-SUR-ROYA,6540,2100,7.5,43.9333
BOULIEU-LES-ANNONAY,7100,2100,4.66667,45.2667
SARRAS,7370,2100,4.8,45.1833
HAYBES,8170,2100,4.70584,50.0098
ESPERAZA,11260,2100,2.21667,42.9333
REQUISTA,12170,2100,2.53333,44.0333
LE MONASTERE,12000,2100,2.58333,44.35
RIEUPEYROUX,12240,2100,2.23333,44.3
CADOLIVE,13950,2100,5.55,43.3833
CHATEAUNEUF-LE-ROUGE,13790,2100,5.56667,43.4833
MAUSSANE-LES-ALPILLES,13520,2100,4.80389,43.7217
CUVERVILLE,14840,2100,-0.266667,49.1833
PORT-EN-BESSIN-HUPPAIN,14520,2100,-0.75,49.35
LINARS,16730,2100,0.083333,45.65
L'HOUMEAU,17137,2100,-1.16667,46.1833
FONTCOUVERTE,17100,2100,-0.583333,45.7667
SAINT-MARTIN-D'AUXIGNY,18110,2100,2.41667,47.2
FOECY,18500,2100,2.16667,47.1667
VIGNOUX-SUR-BARANGEON,18500,2100,2.18333,47.2167
CHATEAUMEILLANT,18370,2100,2.2,46.5667
VARETZ,19240,2100,1.45,45.2
MUR-DE-BRETAGNE,22530,2100,-2.98333,48.2
HENON,22150,2100,-2.7,48.3833
MISEREY-SALINES,25480,2100,5.96667,47.2833
ROCHE-LEZ-BEAUPRE,25220,2100,6.11417,47.2762
CLERIEUX,26260,2100,4.96667,45.0833
MERCUROL,26600,2100,4.9,45.0667
LE THUIT-SIGNOL,27370,2100,0.95,49.2667
SAINT-PREST,28300,2100,1.53333,48.5
GUICLAN,29410,2100,-3.96667,48.55
TREMEVEN,29300,2100,2.4675,47.8984
EDERN,29510,2100,-3.98333,48.1
LAMPAUL-PLOUARZEL,29810,2100,-4.76667,48.45
PLOUGUIN,29830,2100,-4.6,48.5333
CLOHARS-FOUESNANT,29950,2100,-4.06667,47.9
PLONEVEZ-DU-FAOU,29530,2100,-3.83333,48.25
LOGONNA-DAOULAS,29460,2100,-4.3,48.3167
BEZOUCE,30320,2100,4.48333,43.8833
MONTGISCARD,31450,2100,1.58333,43.45
VERNET,31810,2100,1.43167,43.4328
L'ISLE-EN-DODON,31230,2100,0.85,43.3833
CALMONT,31560,2100,1.63333,43.2833
LABASTIDETTE,31600,2100,1.26667,43.45
LANGOIRAN,33550,2100,-0.383333,44.7
CARCANS,33121,2100,-1.05,45.0833
CABANAC-ET-VILLAGRAINS,33650,2100,-0.55,44.6
SAINT-GERMAIN-DU-PUCH,33750,2100,-0.316667,44.85
SAINT-YZAN-DE-SOUDIAC,33920,2100,-0.416667,45.1333
SALLEBOEUF,33370,2100,-0.4,44.8333
SAINT-LOUIS-DE-MONTFERRAND,33440,2100,-0.533333,44.95
AVENSAN,33480,2100,-0.75,45.0333
LES EGLISOTTES-ET-CHALAURES,33230,2100,-0.0375,45.0998
POMEROLS,34810,2100,3.5,43.4
SAINT-PONS-DE-THOMIERES,34220,2100,2.76028,43.4887
VENDRES,34350,2100,3.21667,43.2667
SAINT-DREZERY,34160,2100,3.98333,43.7333
COURNONSEC,34660,2100,3.71667,43.55
LOUPIAN,34140,2100,3.61667,43.45
SIXT-SUR-AFF,35550,2100,-2.08333,47.7833
DOMAGNE,35113,2100,-1.38333,48.0833
CINTRE,35310,2100,-1.86667,48.1
LA FRESNAIS,35111,2100,-1.85,48.6
BALAZE,35500,2100,-1.18333,48.1667
BAIS,35680,2100,-1.28333,48.0167
SAINT-DOMINEUC,35190,2100,-1.86667,48.3667
TRUYES,37320,2100,0.833333,47.2667
SORIGNY,37250,2100,0.7,47.2333
CHOUZE-SUR-LOIRE,37140,2100,0.133333,47.25
SAINT-VICTOR-DE-CESSIEU,38110,2100,5.4,45.55
EYZIN-PINET,38780,2100,4.98333,45.4667
IZEAUX,38140,2100,5.41667,45.3333
CORBELIN,38630,2100,5.55,45.6
POISAT,38320,2100,5.76667,45.15
CHUZELLES,38200,2100,4.88333,45.5833
SAINT-GEOURS-DE-MAREMNE,40230,2100,-1.23333,43.6833
NAVEIL,41100,2100,1.03333,47.8
HUISSEAU-SUR-COSSON,41350,2100,1.45,47.6
CRAPONNE-SUR-ARZON,43500,2100,3.85,45.3333
SAINT-VIAUD,44320,2100,-2.01667,47.25
SOUDAN,44110,2100,-1.3,47.7333
LA LIMOUZINIERE,44310,2100,-1.6,46.9833
CHEMERE,44680,2100,-1.91667,47.1167
DADONVILLE,45300,2100,2.26667,48.15
BEAUNE-LA-ROLANDE,45340,2100,2.43333,48.0667
BONNY-SUR-LOIRE,45420,2100,2.83333,47.5667
BOIGNY-SUR-BIONNE,45760,2100,2.01667,47.9333
PATAY,45310,2100,1.7,48.05
MONSEMPRON-LIBOS,47500,2100,0.933333,44.4833
LA CANOURGUE,48500,2100,3.21667,44.4167
SAINT-LAURENT-DES-AUTELS,49270,2100,-1.18333,47.2833
LA MEIGNANNE,49220,2100,-0.666667,47.5167
CHAMPIGNE,49330,2100,-0.566667,47.6667
LA MENITRE,49250,2100,-0.266667,47.4
LE LONGERON,49710,2100,-1.06667,47.0167
TORFOU,49660,2100,-1.11667,47.0333
SAINT-MELAINE-SUR-AUBANCE,49610,2100,-0.5,47.3667
FENEU,49460,2100,-0.583333,47.5667
CANTENAY-EPINARD,49460,2100,-0.566667,47.5333
SAINT-VAAST-LA-HOUGUE,50550,2100,-1.26667,49.6
MARIGNY,50570,2100,-1.25,49.1
CREANCES,50710,2100,-1.56667,49.2
MONTEBOURG,50310,2100,-1.38333,49.4833
GOUVILLE-SUR-MER,50560,2100,-1.58333,49.1
BRIX,50700,2100,-1.58333,49.55
SARRY,51520,2100,4.4,48.9167
WARMERIVILLE,51110,2100,4.21667,49.35
MONTIER-EN-DER,52220,2100,4.76667,48.4833
PRE-EN-PAIL,53140,2100,-0.2,48.45
MONTSURS,53150,2100,-0.55,48.1333
VAUCOULEURS,55140,2100,5.66667,48.6
MEUCON,56890,2100,-2.76667,47.7167
ETEL,56410,2100,-3.2,47.65
TAUPONT,56800,2100,-2.43333,47.95
INGUINIEL,56240,2100,-3.28333,47.9833
AMANVILLERS,57111,2100,6.03333,49.1667
RURANGE-LES-THIONVILLE,57310,2100,6.23333,49.2833
SAINT-LEGER-DES-VIGNES,58300,2100,3.45,46.8333
HERLIES,59134,2100,2.85,50.5667
WALINCOURT-SELVIGNY,59127,2100,3.33584,50.0689
WARHEM,59380,2100,2.5,50.9833
FAUMONT,59310,2100,3.13333,50.4667
PREMESQUES,59840,2100,2.95,50.65
BEAUVOIS-EN-CAMBRESIS,59157,2100,3.38333,50.1333
ECAILLON,59176,2100,3.21667,50.35
TROSLY-BREUIL,60350,2100,2.96667,49.4
BAILLEUL-SUR-THERAIN,60930,2100,2.23333,49.4
FORMERIE,60220,2100,1.73333,49.65
BORAN-SUR-OISE,60820,2100,2.35,49.1667
GACE,61230,2100,0.3,48.8
CONDE-SUR-SARTHE,61250,2100,0.033333,48.4333
GIVENCHY-EN-GOHELLE,62580,2100,2.76667,50.3833
AVESNES-LE-COMTE,62810,2100,2.53333,50.2833
NOYELLES-LES-VERMELLES,62980,2100,2.71667,50.4833
AYDAT,63970,2100,2.98333,45.6667
SAINT-BEAUZIRE,63360,2100,3.18333,45.85
URCUIT,64990,2100,-1.33333,43.4833
COARRAZE,64800,2100,-0.233333,43.1667
URT,64240,2100,-1.28333,43.5
LATOUR-BAS-ELNE,66200,2100,3,42.6167
OFFENDORF,67850,2100,7.91667,48.7167
ITTENHEIM,67117,2100,7.6,48.6
MONSWILLER,67700,2100,7.38333,48.75
ROESCHWOOG,67480,2100,8.03333,48.8333
EPFIG,67680,2100,7.45,48.3667
OBERSCHAEFFOLSHEIM,67203,2100,7.63333,48.5833
SESSENHEIM,67770,2100,7.98333,48.8
HOCHSTATT,68720,2100,7.28333,47.7167
NEUF-BRISACH,68600,2100,7.53333,48.0167
BITSCHWILLER-LES-THANN,68620,2100,7.08333,47.8333
SAINTE-CROIX-AUX-MINES,68160,2100,7.21667,48.2667
SAINT-MAURICE-SUR-DARGOIRE,42800,2100,4.63333,45.5833
CHATILLON,69380,2100,4.65,45.875
LE BOIS-D'OINGT,69620,2100,4.58333,45.9167
NOIDANS-LES-VESOUL,70000,2100,6.13333,47.6167
SAINT-SAUVEUR,70300,2100,6.38333,47.8
SAINT-GERMAIN-DU-PLAIN,71370,2100,4.96667,46.7
BEAUMONT-SUR-SARTHE,72170,2100,0.133333,48.2167
PARCE-SUR-SARTHE,72300,2100,-0.2,47.85
SAINTE-JAMME-SUR-SARTHE,72380,2100,0.183333,48.15
LOUE,72540,2100,-0.15,48
ETIVAL-LES-LE-MANS,72700,2100,0.083333,47.95
LE GRAND-LUCE,72150,2100,0.466667,47.8667
AUBIGNE-RACAN,72800,2100,0.266667,47.6833
BRISON-SAINT-INNOCENT,73100,2100,5.88333,45.7167
LA BATHIE,73540,2100,6.45,45.6333
SAINT-PAUL-EN-CHABLAIS,74500,2100,6.63333,46.3833
COMBLOUX,74920,2100,6.65,45.9
MESSERY,74140,2100,6.3,46.35
SEYSSEL,74910,2100,5.83722,45.9597
MONNETIER-MORNEX,74560,2100,6.2,46.1667
VEYRIER-DU-LAC,74290,2100,6.16667,45.8833
MIEUSSY,74440,2100,6.53333,46.15
SAINT-FELIX,74540,2100,5.96667,45.8
BELBEUF,76240,2100,1.15,49.4
ENVERMEU,76630,2100,1.26667,49.9
LUNERAY,76810,2100,0.916667,49.8333
FAUVILLE-EN-CAUX,76640,2100,0.583333,49.65
PERTHES,77930,2100,2.555,48.4775
OISSERY,77178,2100,2.81667,49.0667
JOUY-SUR-MORIN,77320,2100,3.26667,48.8
COUILLY-PONT-AUX-DAMES,77860,2100,2.86667,48.8833
PRESLES-EN-BRIE,77220,2100,2.75,48.7167
EGREVILLE,77620,2100,2.86667,48.1667
CHAILLY-EN-BIERE,77930,2100,2.58333,48.4667
FERRIERES-EN-BRIE,77164,2100,2.70472,48.8214
MONTCOURT-FROMONVILLE,77140,2100,2.7,48.3
SAMOIS-SUR-SEINE,77920,2100,2.75,48.45
CROISSY-BEAUBOURG,77183,2100,2.66667,48.8333
REBAIS,77510,2100,3.23333,48.85
LA QUEUE-LES-YVELINES,78940,2100,1.76667,48.8
LEZAY,79120,2100,-0.016667,46.2667
FLESSELLES,80260,2100,2.25,50
BEAUVAL,80630,2100,2.33333,50.1
MONTREDON-LABESSONNIE,81360,2100,2.35,43.7333
BRENS,81600,2100,1.91667,43.9
SAINT-BENOIT-DE-CARMAUX,81400,2100,2.13333,44.05
SEPTFONDS,82240,2100,1.61667,44.1833
SEILLONS-SOURCE-D'ARGENS,83470,2100,5.88362,43.4964
LE THORONET,83340,2100,6.3,43.45
AUPS,83630,2100,6.23333,43.6167
CHATEAUNEUF-DU-PAPE,84230,2100,4.83333,44.05
GORDES,84220,2100,5.2,43.9
SAINT-DIDIER,84210,2100,5.11667,44
LANDERONDE,85150,2100,-1.56667,46.6667
SAINT-MICHEL-EN-L'HERM,85580,2100,-1.25,46.35
BEAUREPAIRE,85500,2100,-1.08333,46.9167
LA BARRE-DE-MONTS,85550,2100,-2.13333,46.8833
QUINCAY,86190,2100,0.236389,46.6067
EYMOUTIERS,87120,2100,1.73333,45.7333
SAINT-AME,88120,2100,6.66667,48.0333
CHAMPIGNY,89340,2100,3.1275,48.3195
VEMARS,95470,2100,2.56667,49.0667
JUJURIEUX,1640,2000,5.41667,46.0333
FRANS,1480,2000,4.78333,45.9833
MEZERIAT,1660,2000,5.03333,46.2333
FAREINS,1480,2000,4.76667,46.0167
BUCY-LE-LONG,2880,2000,3.38333,49.4
RIBEMONT,2240,2000,3.46667,49.8
SAINT-VICTOR,3410,2000,2.60806,46.395
MALIJAI,4350,2000,6.03333,44.05
TENDE,6430,2000,7.6,44.0833
SAINT-GEORGES-LES-BAINS,7800,2000,4.81667,44.8667
ROCHEMAURE,7400,2000,4.7,44.5833
PEAUGRES,7340,2000,4.73333,45.2833
BAZEILLES,8140,2000,4.98333,49.6667
MONTREAL,11290,2000,2.15,43.2
RIEUX-MINERVOIS,11160,2000,2.58333,43.2833
SALLES-LA-SOURCE,12330,2000,2.51667,44.4333
SAINT-GENIEZ-D'OLT,12130,2000,2.98333,44.4667
NAUCELLE,12800,2000,2.35,44.2
VILLENEUVE,12260,2000,2.03333,44.4333
HOULGATE,14510,2000,-0.066667,49.3
SAINT-VIGOR-LE-GRAND,14400,2000,-0.683333,49.2833
SAINT-GERMAIN-DE-TALLEVENDE-LA-LANDE-VAUMONT,14500,2000,-0.902222,48.8006
LA RIVIERE-SAINT-SAUVEUR,14600,2000,0.266667,49.4167
MURAT,15300,2000,2.86667,45.1167
VIC-SUR-CERE,15800,2000,2.61667,44.9833
LE GUA,17600,2000,-0.95,45.7333
ESNANDES,17137,2000,-1.08333,46.25
SALLES-SUR-MER,17220,2000,-1.05,46.1
MARMAGNE,18500,2000,2.28333,47.1
VAROIS-ET-CHAIGNOT,21490,2000,5.11667,47.35
PLUDUNO,22130,2000,-2.28333,48.5333
SAINT-JULIEN,22940,2000,-2.81667,48.45
SAINT-AGATHON,22200,2000,-3.1,48.5667
LA MOTTE,22600,2000,-2.75,48.2333
CORSEUL,22130,2000,-2.16667,48.4833
SAINT-SULPICE-LE-GUERETOIS,23000,2000,1.83333,46.2
SAINT-LEON-SUR-L'ISLE,24110,2000,0.5,45.1167
CHATEAU-L'EVEQUE,24460,2000,0.683333,45.25
SAINT-ANTOINE-DE-BREUILH,24230,2000,0.166667,44.8333
LE RUSSEY,25210,2000,6.73333,47.1667
CHATILLON-LE-DUC,25870,2000,6.01667,47.3
GENISSIEUX,26750,2000,5.08333,45.0833
SAINT-SORLIN-EN-VALLOIRE,26210,2000,4.95,45.2833
DAMVILLE,27240,2000,1.06667,48.8667
LERY,27690,2000,1.21667,49.2833
ABONDANT,28570,2000,1.43333,48.7833
HANVEC,29460,2000,-4.16667,48.3333
TELGRUC-SUR-MER,29560,2000,-4.35,48.2333
LAMPAUL-GUIMILIAU,29400,2000,-4.03333,48.5
HOPITAL-CAMFROUT,29460,2000,-4.23333,48.3333
LANGLADE,30980,2000,4.25,43.8
LACROIX-FALGARDE,31120,2000,1.41667,43.5
MIREMONT,31190,2000,1.41667,43.3667
SAINTE-FOY-D'AIGREFEUILLE,31570,2000,1.61667,43.55
LEVIGNAC,31530,2000,1.19528,43.6669
SAINTE-FOY-DE-PEYROLIERES,31470,2000,1.15,43.5
NOGARO,32110,2000,-0.033333,43.7667
SAINT-EMILION,33330,2000,-0.15,44.8833
SAINT-MACAIRE,33490,2000,-0.216667,44.5667
QUINSAC,33360,2000,-0.5,44.75
LANDIRAS,33720,2000,-0.416667,44.5667
SAUCATS,33650,2000,-0.6,44.65
PUGNAC,33710,2000,-0.483333,45.0833
CASTRES-GIRONDE,33640,2000,-0.45,44.6833
GAILLAN-EN-MEDOC,33340,2000,-0.95,45.3167
BEYCHAC-ET-CAILLAU,33750,2000,-0.4,44.8833
BARSAC,33720,2000,-0.316667,44.6167
BALARUC-LE-VIEUX,34540,2000,3.68333,43.45
CESSENON-SUR-ORB,34460,2000,3.05139,43.45
VALERGUES,34130,2000,4.06667,43.6667
ROMAGNE,35133,2000,-1.28333,48.35
SAINT-GERMAIN-EN-COGLES,35133,2000,-1.25,48.4
MONTREUIL-SUR-ILLE,35440,2000,-1.66667,48.3
